PROCESO,CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA
2026,30039,30,DERECHO,UNIVERSIDAD DE LA FRONTERA,9,10,30,25,20,0,15.0,,N,485,,100,33.0,,,N,,,N,2.0,N,,0,S,5,9,,N
2026,30044,30,PEDAGOGIA  EN CASTELLANO Y COMUNICACION,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,35,12.0,,,N,,,N,2.0,S,,0,S,6,9,,N
2026,30047,30,"PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y REC.",UNIVERSIDAD DE LA FRONTERA,9,10,50,15,15,0,10.0,10.0,N,485,,50,10.0,,,N,,,S,2.0,S,,0,S,6,9,,N
2026,30050,30,PEDAGOGIA EN EDUCACION DIFERENCIAL,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,30,10.0,,,N,,,N,2.0,S,,0,S,6,9,,N
2026,30055,30,"PEDAGOGIA  EN  HISTORIA, GEOGRAFIA. Y EDUCACION CIVICA",UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,40,12.0,,,N,,,N,2.0,S,,0,S,5,9,,N
2026,30056,30,PEDAGOGIA EN INGLES,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,10.0,N,485,,35,12.0,,,N,,,S,2.0,S,,0,S,8,9,,N
2026,30058,30,PEDAGOGIA  MATEMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,25,5,,10.0,S,485,,30,15.0,,,N,,,N,2.0,S,,0,S,8,9,,N
2026,30060,30,"PEDAGOGIA EN CIENCIAS M. BIOLOGIA, QUIMICA O FISICA",UNIVERSIDAD DE LA FRONTERA,9,10,40,10,25,0,,15.0,N,485,,30,12.0,,,N,,,N,2.0,S,,0,S,6,9,,N
2026,30064,30,PSICOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,40,20,20,0,10.0,10.0,N,485,,60,10.0,,,N,,,S,2.0,N,,0,S,5,9,,N
2026,30065,30,BACHILLERATO EN CIENCIAS SOCIALES,UNIVERSIDAD DE LA FRONTERA,9,10,50,15,10,0,15.0,15.0,N,485,,30,15.0,,,N,,,S,2.0,N,,0,S,8,9,,N
2026,30066,30,TRABAJO SOCIAL,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,40,12.0,,,N,,,N,2.0,N,,0,S,6,9,,N
2026,30068,30,BIOTECNOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,20,0,,10.0,N,485,,30,17.0,,,N,,,N,2.0,N,,0,S,8,9,1.0,S
2026,30069,30,INGENIERIA EN RECURSOS NATURALES,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,15,5,,10.0,S,485,,30,17.0,,,N,,,N,2.0,N,,0,S,7,9,1.0,S
2026,30070,30,AGRONOMIA,UNIVERSIDAD DE LA FRONTERA,9,10,50,10,20,0,,10.0,N,485,,45,17.0,,,N,,,N,2.0,N,,0,S,7,9,,N
2026,30073,30,BIOQUIMICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,25,0,,15.0,N,485,,30,8.0,,,N,,,N,2.0,N,,0,S,4,9,1.0,S
2026,30074,30,INGENIERIA CIVIL TELEMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,15,4.0,,,N,,,N,2.0,N,,0,S,4,9,2.0,S
2026,30076,30,PLAN COMUN INGENIERIA CIVIL,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,100,36.0,,,N,,,N,2.0,N,,0,S,12,9,4.0,S
2026,30077,30,INGENIERIA CIVIL ELECTRICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,45,11.0,,,N,,,N,2.0,N,,0,S,4,9,2.0,S
2026,30078,30,INGENIERIA CIVIL MATEMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,15,4.0,,,N,,,N,2.0,N,,0,S,4,9,2.0,S
2026,30079,30,INGENIERIA CIVIL AMBIENTAL,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,20,12.0,,,N,,,N,2.0,N,,0,S,4,9,1.0,S
2026,30085,30,INGENIERIA COMERCIAL,UNIVERSIDAD DE LA FRONTERA,9,10,30,20,30,0,10.0,10.0,N,485,,70,10.0,,,N,,,S,2.0,N,,0,S,7,9,,N
2026,30086,30,INGENIERIA INFORMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,50,9.0,,,N,,,N,2.0,N,,0,S,4,9,1.0,S
2026,30090,30,INGENIERIA CIVIL EN BIOTECNOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,20,5.0,,,N,,,N,2.0,N,,0,S,4,9,1.0,S
2026,30091,30,PERIODISMO,UNIVERSIDAD DE LA FRONTERA,9,10,50,20,10,0,10.0,,N,485,,30,15.0,,,N,,,N,2.0,N,,0,S,7,9,,N
2026,30092,30,SOCIOLOGIA,UNIVERSIDAD DE LA FRONTERA,9,10,50,15,10,0,15.0,,N,485,,25,15.0,,,N,,,N,2.0,N,,0,S,6,9,,N
2026,30094,30,INGENIERIA CIVIL,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,40,4.0,,,N,,,N,2.0,N,,0,S,4,9,1.0,S
2026,30095,30,INGENIERIA CIVIL INFORMATICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,50,9.0,,,N,,,N,2.0,N,,0,S,4,9,1.0,S
2026,30096,30,INGENIERIA CIVIL MECANICA,UNIVERSIDAD DE LA FRONTERA,9,10,40,10,20,10,,10.0,S,485,,45,11.0,,,N,,,N,2.0,N,,0,S,4,9,2.0,S
2026,32001,32,ARQUITECTURA,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,10.0,10.0,N,485,,63,,,,N,,,S,2.0,N,,0,S,20,10,,N
2026,32002,32,KINESIOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,,10.0,N,485,,53,,,,N,,,N,2.0,N,,0,S,12,10,,N
2026,32003,32,INGENIERIA CIVIL EN INFORMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,90,20.0,,,N,,,S,2.0,N,,0,S,20,10,16.0,S
2026,32005,32,ENFERMERIA,UNIVERSIDAD DE LOS LAGOS,10,10,45,15,20,0,,10.0,N,485,,80,24.0,,,N,,,N,2.0,N,,0,S,10,10,,N
2026,32006,32,INGENIERIA CIVIL EN OBRAS CIVILES,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,45,12.0,,,N,,,S,3.0,N,,0,S,20,10,7.0,S
2026,32007,32,INGENIERIA CIVIL ELECTRICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,45,12.0,,,N,,,S,3.0,N,,0,S,25,10,7.0,S
2026,32011,32,CONTADOR PUBLICO Y AUDITOR,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,25,0,10.0,10.0,N,485,,60,13.0,,,N,,,S,2.0,N,,0,S,20,10,,N
2026,32012,32,INGENIERIA COMERCIAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,25,0,10.0,10.0,N,485,,68,,,,N,,,S,2.0,N,,0,S,25,10,,N
2026,32014,32,ADMINISTRACION PUBLICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,10,0,20.0,,N,485,,50,13.0,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32016,32,INGENIERIA CIVIL EN INFORMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,60,13.0,,,N,,,S,3.0,N,,0,S,20,10,11.0,S
2026,32018,32,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,45,12.0,,,N,,,S,2.0,N,,0,S,20,10,7.0,S
2026,32020,32,INGENIERIA AMBIENTAL,UNIVERSIDAD DE LOS LAGOS,10,10,35,20,20,5,10.0,10.0,S,485,,20,,,,N,,,S,2.0,N,,0,S,20,10,2.0,S
2026,32023,32,INGENIERIA EN ALIMENTOS,UNIVERSIDAD DE LOS LAGOS,10,10,45,10,20,5,,10.0,S,485,,40,7.0,,,N,,,N,4.0,N,,0,S,20,10,6.0,S
2026,32025,32,INGENIERIA EN ACUICULTURA SOSTENIBLE,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,,10.0,N,485,,40,10.0,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32026,32,BIOLOGIA MARINA,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,,10.0,N,485,,50,10.0,,,N,,,N,4.0,N,,0,S,20,10,9.0,S
2026,32027,32,ENFERMERIA,UNIVERSIDAD DE LOS LAGOS,10,10,45,15,20,0,,10.0,N,485,,104,,,,N,,,N,2.0,N,,0,S,12,10,,N
2026,32028,32,KINESIOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,,10.0,N,485,,67,,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32029,32,NUTRICION Y DIETETICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,77,,,,N,,,N,2.0,N,,0,S,25,10,,N
2026,32034,32,PEDAGOGIA EN EDUCACION MEDIA EN HISTORIA Y GEOGRAFIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,40,12.0,,,N,,,N,2.0,S,,1,S,20,10,,N
2026,32037,32,PEDAGOGIA EN EDUCACION MEDIA  EN MATEMATICA Y COMPUTACION,UNIVERSIDAD DE LOS LAGOS,10,10,45,10,20,5,10.0,10.0,S,485,,40,10.0,,,N,,,S,2.0,S,,1,S,20,10,,N
2026,32039,32,PEDAGOGIA EN EDUCACION MEDIA EN EDUCACION FISICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,20,10,0,10.0,10.0,N,485,,52,,,,N,,,S,2.0,S,,1,S,20,10,,N
2026,32042,32,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,UNIVERSIDAD DE LOS LAGOS,10,10,40,30,10,0,10.0,,N,485,,50,15.0,,,N,,,N,2.0,S,,1,S,20,10,,N
2026,32043,32,PEDAGOGIA EN EDUCACION MEDIA EN LENGUA CASTELLANA Y COMUNICACIONES,UNIVERSIDAD DE LOS LAGOS,10,10,40,30,10,0,10.0,10.0,N,485,,40,12.0,,,N,,,S,2.0,S,,1,S,20,10,,N
2026,32045,32,PEDAGOGIA EN EDUCACION MEDIA EN  EDUCACION FISICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,20,10,0,10.0,10.0,N,485,,40,12.0,,,N,,,S,2.0,S,,1,S,25,10,,N
2026,32048,32,EDUCACION DIFERENCIAL CON ESPECIALIZACION EN PROBLEMAS DE APRENDIZAJE,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,50,17.0,,,N,,,S,2.0,S,,1,S,20,10,,N
2026,32051,32,EDUCACION PARVULARIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,50,17.0,,,N,,,S,2.0,S,,1,S,20,10,,N
2026,32055,32,PEDAGOGIA EN EDUCACION BASICA MENCION LENGUAJE Y MATEMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,10.0,10.0,N,485,,40,13.0,,,N,,,S,2.0,S,,1,S,25,10,,N
2026,32059,32,PEDAGOGIA EN EDUCACION GENERAL BASICA,UNIVERSIDAD DE LOS LAGOS,10,10,50,15,15,0,10.0,10.0,N,485,,30,10.0,,,N,,,S,4.0,S,,1,S,25,10,,N
2026,32061,32,TRABAJO SOCIAL,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,10,0,20.0,,N,485,,50,13.0,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32120,32,AGRONOMIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,10,20,0,,10.0,N,485,,50,13.0,,,N,,,N,3.0,N,,0,S,20,10,,N
2026,32125,32,MEDICINA VETERINARIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,80,10.0,,,N,,,N,2.0,N,,0,S,14,10,,N
2026,32130,32,FONOAUDIOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,25,0,,10.0,N,485,,50,15.0,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32131,32,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,104,,,,N,,,N,2.0,N,,0,S,12,10,,N
2026,32132,32,QUIMICA Y FARMACIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,90,,,,N,,,N,2.0,N,,0,S,12,10,,N
2026,32133,32,TERAPIA OCUPACIONAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,45,15.0,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32134,32,INGENIERIA CIVIL EN OBRAS CIVILES,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,50,12.0,,,N,,,S,3.0,N,,0,S,20,10,9.0,S
2026,32135,32,TERAPIA OCUPACIONAL,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,40,13.0,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32136,32,TECNOLOGIA MEDICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,90,,,,N,,,N,2.0,N,,0,S,12,10,,N
2026,32138,32,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,90,,,,N,,,N,2.0,N,,0,S,12,10,,N
2026,32140,32,QUIMICA Y FARMACIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,15,20,0,,15.0,N,485,,45,,,,N,,,N,2.0,N,,0,S,10,10,,N
2026,32145,32,PEDAGOGIA EN MUSICA,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,40,10.0,,,N,,,S,2.0,S,,1,S,20,10,,N
2026,32146,32,PEDAGOGIA EN ARTES VISUALES,UNIVERSIDAD DE LOS LAGOS,10,10,40,25,15,0,10.0,10.0,N,485,,40,10.0,,,N,,,S,2.0,S,,1,S,20,10,,N
2026,32150,32,INGENIERIA CIVIL EN INFORMATICA,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,60,15.0,,,N,,,S,2.0,N,,0,S,20,10,12.0,S
2026,32154,32,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD DE LOS LAGOS,10,10,35,10,30,5,10.0,10.0,S,485,,45,12.0,,,N,,,S,2.0,N,,0,S,20,10,9.0,S
2026,32160,32,DERECHO,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,87,,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32161,32,ANTROPOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,50,20,10,0,10.0,,N,485,,40,10.0,,,N,,,N,3.0,N,,0,S,20,10,,N
2026,32162,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,114,,,,N,,,S,2.0,N,,0,S,12,10,,N
2026,32163,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,80,24.0,,,N,,,S,2.0,N,,0,S,12,10,,N
2026,32164,32,PSICOLOGIA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,10.0,10.0,N,485,,80,23.0,,,N,,,S,2.0,N,,0,S,20,10,,N
2026,32165,32,DERECHO,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,10,0,20.0,,N,485,,65,15.0,,,N,,,N,2.0,N,,0,S,20,10,,N
2026,32170,32,MEDICINA,UNIVERSIDAD DE LOS LAGOS,10,10,40,20,20,0,,10.0,N,485,,30,,,,N,,,N,,N,,0,S,2,10,,N
2026,33005,33,"INGENIERIA CIVIL, PLAN COMUN",UNIVERSIDAD DE MAGALLANES,12,10,45,10,20,5,10.0,10.0,S,458,,70,,,,N,,,S,2.0,N,,0,S,10,12,8.0,S
2026,33009,33,INGENIERIA COMERCIAL,UNIVERSIDAD DE MAGALLANES,12,10,60,10,10,0,10.0,10.0,N,458,,45,,,,N,,,S,2.0,N,,0,S,7,12,,N
2026,33023,33,KINESIOLOGIA,UNIVERSIDAD DE MAGALLANES,12,30,40,10,10,0,10.0,10.0,N,458,,35,,,,N,,,S,2.0,N,,0,S,7,12,,N
2026,33024,33,TERAPIA OCUPACIONAL,UNIVERSIDAD DE MAGALLANES,12,40,30,10,10,0,10.0,10.0,N,458,,30,,,,N,,,S,2.0,N,,0,S,6,12,,N
2026,33025,33,DERECHO,UNIVERSIDAD DE MAGALLANES,12,35,15,20,10,0,20.0,,N,458,,40,,,,N,,,N,2.0,N,,0,S,7,12,,N
2026,33027,33,AUDITORIA,UNIVERSIDAD DE MAGALLANES,12,10,60,10,10,0,10.0,10.0,N,458,,20,,,,N,,,S,2.0,N,,0,S,7,12,,N
2026,33030,33,ARQUITECTURA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,35,,,,N,,,S,2.0,N,,0,S,5,12,,N
2026,33031,33,"PEDAGOGIA EN MATEMATICA, PARA ENSEÑANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,30,35,10,10,5,10.0,10.0,S,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33032,33,PEDAGOGIA EN EDUCACION PARVULARIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33033,33,PEDAGOGIA EN EDUCACIÓN BASICA MENCIÓN LENGUAJE Y MATEMÁTICA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33035,33,TRABAJO SOCIAL,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,,N,458,,20,,,,N,,,N,2.0,N,,0,S,6,12,,N
2026,33036,33,BIOLOGIA MARINA,UNIVERSIDAD DE MAGALLANES,12,20,40,10,15,0,15.0,15.0,N,458,,25,,,,N,,,S,2.0,N,,0,S,7,12,4.0,S
2026,33053,33,MEDICINA,UNIVERSIDAD DE MAGALLANES,12,20,25,15,25,0,15.0,15.0,N,600,650.0,50,,,,N,,,S,,N,,0,S,3,12,,N
2026,33060,33,ENFERMERIA,UNIVERSIDAD DE MAGALLANES,12,20,25,15,20,0,20.0,20.0,N,458,,60,,,,N,,,S,1.0,N,,0,S,5,12,,N
2026,33061,33,"INGENIERIA, PLAN COMUN",UNIVERSIDAD DE MAGALLANES,12,10,50,10,20,0,10.0,10.0,N,458,,70,,,,N,,,S,2.0,N,,0,S,7,12,8.0,S
2026,33066,33,AGRONOMIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,20,,,,N,,,S,2.0,N,,0,S,6,12,,N
2026,33070,33,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD DE MAGALLANES,12,15,40,10,20,5,10.0,10.0,S,458,,20,,,,N,,,S,2.0,N,,0,S,7,12,4.0,S
2026,33072,33,NUTRICION Y DIETETICA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,35,,,,N,,,S,2.0,N,,0,S,6,12,,N
2026,33078,33,PSICOLOGIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,35,,,,N,,,S,2.0,N,,0,S,6,12,,N
2026,33079,33,"PEDAGOGIA EN EDUCACION FISICA, PARA ENSEÑANZA BASICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33080,33,FONOAUDIOLOGIA,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,25,,,,N,,,S,2.0,N,,0,S,6,12,,N
2026,33081,33,"PEDAGOGIA EN INGLES, PARA ENSEÑANZA BASICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33082,33,"PEDAGOGIA EN CASTELLANO Y COMUNICACION, PARA ENSEÑANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33083,33,"PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES, PARA ENSEÑANZA MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33412,33,PEDAGOGIA EN EDUCACION DIFERENCIAL,UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,8,12,,N
2026,33418,33,"PEDAGOGÍA EN MÚSICA PARA EDUCACIÓN INICIAL, BÁSICA Y MEDIA",UNIVERSIDAD DE MAGALLANES,12,35,35,10,10,0,10.0,10.0,N,458,,15,,,,N,,,S,2.0,S,,1,S,6,12,,N
2026,34003,34,AGRONOMIA,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,,10.0,N,485,,95,20.0,,,N,,,N,3.0,N,,0,S,16,7,,N
2026,34006,34,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,115,10.0,,,N,,,N,3.0,N,,0,S,13,7,7.0,S
2026,34007,34,INGENIERIA CIVIL EN COMPUTACION,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,65,5.0,,,N,,,N,3.0,N,,0,S,13,7,6.0,S
2026,34011,34,CONTADOR PÚBLICO Y AUDITOR,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,55,10.0,,,N,,,S,3.0,N,,0,S,11,7,,N
2026,34018,34,INGENIERIA COMERCIAL,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,195,15.0,,,N,,,S,3.0,N,,0,S,14,7,,N
2026,34019,34,INGENIERÍA INFORMÁTICA EMPRESARIAL,UNIVERSIDAD DE TALCA,7,20,30,10,25,5,10.0,10.0,S,485,,55,5.0,,,N,,,S,3.0,N,,0,S,11,7,6.0,S
2026,34020,34,MEDICINA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,75,7.0,,,N,,,N,,N,,0,S,7,7,,N
2026,34021,34,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,55,17.0,,,N,,,N,1.0,N,,0,S,12,7,,N
2026,34022,34,TECNOLOGIA MEDICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,0,,20.0,N,485,,85,12.0,,,N,,,N,,N,,0,S,12,7,,N
2026,34023,34,ODONTOLOGÍA,UNIVERSIDAD DE TALCA,7,20,30,15,20,0,,15.0,N,485,,75,9.0,,,N,,,N,,N,,0,S,9,7,,N
2026,34024,34,KINESIOLOGÍA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,65,7.0,,,N,,,N,,N,,0,S,11,7,,N
2026,34025,34,FONOAUDIOLOGÍA,UNIVERSIDAD DE TALCA,7,20,30,20,20,0,,10.0,N,485,,55,7.0,,,N,,,N,1.0,N,,0,S,11,7,,N
2026,34026,34,ENFERMERIA,UNIVERSIDAD DE TALCA,7,20,30,10,25,0,,15.0,N,485,,70,17.0,,,N,,,N,,N,,0,S,12,7,,N
2026,34027,34,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,0,,20.0,N,485,,65,17.0,,,N,,,N,1.0,N,,0,S,11,7,,N
2026,34028,34,PEDAGOGÍA EN EDUCACIÓN PARVULARIA MENCIÓN EN INGLÉS,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,10.0,N,485,,25,17.0,,,N,,,S,3.0,S,,1,S,13,7,,N
2026,34029,34,PEDAGOGÍA EN EDUCACIÓN GENERAL BÁSICA MENCIÓN INGLÉS,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,10.0,N,485,,25,12.0,,,N,,,S,3.0,S,,1,S,12,7,,N
2026,34030,34,INGENIERÍA CIVIL EN BIOINFORMÁTICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,45,7.0,,,N,,,N,3.0,N,,0,S,13,7,4.0,S
2026,34037,34,INGENIERÍA CIVIL EN OBRAS CIVILES,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,65,12.0,,,N,,,N,3.0,N,,0,S,12,7,5.0,S
2026,34038,34,INGENIERÍA CIVIL MECATRÓNICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,65,7.0,,,N,,,N,3.0,N,,0,S,13,7,5.0,S
2026,34039,34,INGENIERÍA CIVIL MECÁNICA,UNIVERSIDAD DE TALCA,7,20,30,10,20,10,,10.0,S,485,,45,12.0,,,N,,,N,3.0,N,,0,S,14,7,4.0,S
2026,34041,34,PSICOLOGÍA,UNIVERSIDAD DE TALCA,7,20,30,20,20,0,10.0,10.0,N,485,,135,10.0,,,N,,,S,3.0,N,,0,S,11,7,,N
2026,34042,34,PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN EN ALEMÁN,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,10.0,N,485,,5,7.0,,,N,,,S,3.0,S,,1,N,0,13,,N
2026,34048,34,PEDAGOGÍA EN EDUCACIÓN MEDIA EN INGLÉS,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,,N,485,,35,12.0,,,N,,,N,3.0,S,,1,S,10,7,,N
2026,34049,34,PEDAGOGÍA EN EDUCACIÓN MEDIA EN ALEMÁN,UNIVERSIDAD DE TALCA,7,20,30,30,10,0,10.0,,N,485,,10,7.0,,,N,,,N,3.0,S,,1,N,0,13,,N
2026,34051,34,DERECHO,UNIVERSIDAD DE TALCA,7,20,30,25,10,0,15.0,,N,485,,140,10.0,,,N,,,N,2.0,N,,0,S,11,7,,N
2026,34055,34,AUDITORIA E INGENIERÍA EN CONTROL DE GESTIÓN,UNIVERSIDAD DE TALCA,7,20,30,10,30,0,10.0,10.0,N,485,,90,5.0,,,N,,,S,3.0,N,,0,S,14,7,,N
